No.,Player,GP,GS,MIN,AVG,FG,FGA,PCT,3FG,3FGA,PCT,FT,FTA,PCT,OFF,DEF,TOT,AVG,PF,DQ,A,A/G,TO,TO/G,A/TO,BLK,BLK/G,STL,STL/G,PTS,AVG,Team
10,Jason Hatch,19,3,163,8.6,9,30,30.0,4,17,23.5,4,4,100.0,9,11,20,1.1,9,0,15,0.8,9,0.5,1.7,1,0.1,5,0.3,26,1.4,StFX
22,Cassio Rodrigues,9,-,37,4.1,3,8,37.5,0,0,-,1,4,25.0,4,4,8,0.9,6,0,0,0.0,0,0.0,-,3,0.3,0,0.0,7,0.8,StFX
11,Josh Millar,17,1,105,6.2,4,18,22.2,0,2,0.0,5,10,50.0,5,12,17,1.0,12,-,2,0.1,8,0.5,0.3,2,0.1,3,0.2,13,0.8,StFX
15,Tyrel Edwards,1,1,40,40.0,0,0,-,0,0,-,0,0,-,0,0,0,0.0,0,-,0,0.0,0,0.0,-,0,0.0,0,0.0,0,0.0,StFX
14,Josh Wolfram,20,20,633,31.7,133,284,46.8,32,87,36.8,82,112,73.2,53,139,192,9.6,45,0,40,2.0,34,1.7,1.2,25,1.3,26,1.3,380,19.0,Thompson
15,Volodymyr Iegorov,20,19,636,31.8,134,250,53.6,32,77,41.6,67,81,82.7,32,110,142,7.1,49,0,47,2.4,57,2.9,0.8,13,0.7,25,1.3,367,18.4,Thompson
05,Reese Pribilsky,20,20,676,33.8,99,234,42.3,24,70,34.3,47,53,88.7,7,72,79,4.0,28,0,124,6.2,59,3.0,2.1,6,0.3,51,2.6,269,13.5,Thompson
08,Luke Morris,20,11,537,26.9,97,196,49.5,35,82,42.7,19,33,57.6,42,84,126,6.3,61,1,32,1.6,37,1.9,0.9,6,0.3,12,0.6,248,12.4,Thompson
13,Gerard Gore,12,8,229,19.1,40,88,45.5,1,2,50.0,22,31,71.0,16,39,55,4.6,22,0,13,1.1,16,1.3,0.8,4,0.3,7,0.6,103,8.6,Thompson
07,Albert Medrano,20,17,509,25.5,38,100,38.0,20,56,35.7,4,10,40.0,4,25,29,1.5,53,2,27,1.4,20,1.0,1.4,0,0.0,10,0.5,100,5.0,Thompson
04,Jeff Tubbs,20,3,439,22.0,28,80,35.0,9,41,22.0,12,13,92.3,0,38,38,1.9,44,1,31,1.6,25,1.3,1.2,4,0.2,10,0.5,77,3.9,Thompson
03,Mike Rouault,17,2,249,14.6,17,37,45.9,3,8,37.5,19,22,86.4,21,37,58,3.4,23,0,8,0.5,13,0.8,0.6,4,0.2,11,0.6,56,3.3,Thompson
11,Perry Terrell,3,-,8,2.7,1,2,50.0,1,2,50.0,0,1,0.0,0,1,1,0.3,1,0,1,0.3,0,0.0,-,0,0.0,0,0.0,3,1.0,Thompson
10,Evan Helgason,9,-,33,3.7,3,9,33.3,1,6,16.7,1,4,25.0,1,7,8,0.9,4,0,3,0.3,5,0.6,0.6,2,0.2,0,0.0,8,0.9,Thompson
02,Evan Cave,12,-,25,2.1,1,7,14.3,0,4,0.0,0,0,-,1,0,1,0.1,3,0,0,0.0,3,0.3,0.0,0,0.0,0,0.0,2,0.2,Thompson
09,Kyler Eckess,7,-,12,1.7,0,3,0.0,0,1,0.0,0,0,-,0,1,1,0.1,0,0,2,0.3,2,0.3,1.0,0,0.0,0,0.0,0,0.0,Thompson
6,Devin Johnson,19,17,586,30.8,141,333,42.3,31,95,32.6,113,139,81.3,45,97,142,7.5,38,1,27,1.4,56,2.9,0.5,4,0.2,27,1.4,426,22.4,Toronto
4,Devon Williams,18,17,496,27.6,77,190,40.5,43,117,36.8,19,27,70.4,6,46,52,2.9,47,1,42,2.3,45,2.5,0.9,1,0.1,16,0.9,216,12.0,Toronto
9,Manny Sahota,19,17,488,25.7,53,145,36.6,29,85,34.1,17,30,56.7,26,62,88,4.6,32,1,14,0.7,29,1.5,0.5,13,0.7,14,0.7,152,8.0,Toronto
23,Miroslavic Jaksic,14,2,167,11.9,46,96,47.9,3,12,25.0,16,28,57.1,18,29,47,3.4,23,0,1,0.1,17,1.2,0.1,5,0.4,2,0.1,111,7.9,Toronto
5,Sage Usher,19,19,555,29.2,43,118,36.4,19,53,35.8,33,39,84.6,7,50,57,3.0,47,1,84,4.4,48,2.5,1.8,6,0.3,29,1.5,138,7.3,Toronto
21,Daniel Johansson,19,19,411,21.6,57,152,37.5,1,4,25.0,20,28,71.4,38,44,82,4.3,40,0,11,0.6,22,1.2,0.5,4,0.2,3,0.2,135,7.1,Toronto
14,Wilson Torres,18,1,266,14.8,35,81,43.2,3,11,27.3,20,25,80.0,18,36,54,3.0,27,0,8,0.4,24,1.3,0.3,2,0.1,5,0.3,93,5.2,Toronto
12,Chase Ruttenberg,18,-,175,9.7,17,45,37.8,8,22,36.4,9,11,81.8,11,29,40,2.2,10,0,7,0.4,4,0.2,1.8,2,0.1,6,0.3,51,2.8,Toronto
15,Kwasi Oti-Awere,18,2,297,16.5,19,44,43.2,0,0,-,9,14,64.3,21,56,77,4.3,52,3,15,0.8,18,1.0,0.8,8,0.4,5,0.3,47,2.6,Toronto
11,Christopher Barrett,14,1,173,12.4,8,27,29.6,2,16,12.5,4,6,66.7,7,10,17,1.2,17,0,11,0.8,12,0.9,0.9,0,0.0,9,0.6,22,1.6,Toronto
10,Nicholas Morris,15,-,61,4.1,7,11,63.6,0,0,-,0,4,0.0,3,15,18,1.2,7,0,1,0.1,6,0.4,0.2,2,0.1,2,0.1,14,0.9,Toronto
22,Nikola Paradina,13,-,62,4.8,3,23,13.0,2,19,10.5,3,6,50.0,1,5,6,0.5,8,0,0,0.0,1,0.1,0.0,0,0.0,0,0.0,11,0.8,Toronto
3,Oluwaseun Olutogun,6,-,18,3.0,2,3,66.7,1,2,50.0,0,0,-,2,0,2,0.3,0,0,0,0.0,0,0.0,-,0,0.0,1,0.2,5,0.8,Toronto
02,Lucas Mannes,20,19,610,30.5,115,301,38.2,39,108,36.1,97,117,82.9,25,94,119,6.0,58,2,70,3.5,60,3.0,1.2,4,0.2,33,1.7,366,18.3,Trinity
05,Kelvin Smith,20,20,574,28.7,111,296,37.5,31,112,27.7,56,66,84.8,18,97,115,5.8,39,0,18,0.9,39,2.0,0.5,2,0.1,17,0.9,309,15.5,Trinity
03,Tyus Allen,5,4,139,27.8,31,54,57.4,1,2,50.0,10,18,55.6,6,25,31,6.2,15,-,17,3.4,19,3.8,0.9,1,0.2,7,1.4,73,14.6,Trinity
07,Vartan Tanielian,19,8,384,20.2,57,151,37.7,32,85,37.6,10,11,90.9,16,28,44,2.3,32,-,21,1.1,22,1.2,1.0,0,0.0,7,0.4,156,8.2,Trinity
04,Sebastian Eliasen,20,12,455,22.8,49,135,36.3,21,54,38.9,29,42,69.0,22,43,65,3.3,23,0,25,1.3,44,2.2,0.6,5,0.3,10,0.5,148,7.4,Trinity
00,Josiah Allison,17,1,223,13.1,27,73,37.0,15,47,31.9,12,18,66.7,5,20,25,1.5,28,1,10,0.6,14,0.8,0.7,0,0.0,4,0.2,81,4.8,Trinity
14,Patrick Vandervelden,20,8,384,19.2,37,113,32.7,3,15,20.0,14,23,60.9,17,72,89,4.5,43,2,8,0.4,8,0.4,1.0,23,1.2,4,0.2,91,4.6,Trinity
08,Eric Rogers,18,-,179,9.9,23,48,47.9,0,1,0.0,15,25,60.0,16,40,56,3.1,21,0,11,0.6,20,1.1,0.6,3,0.2,7,0.4,61,3.4,Trinity
06,Matt Blackaby,11,2,177,16.1,13,25,52.0,2,5,40.0,6,8,75.0,6,13,19,1.7,18,-,12,1.1,12,1.1,1.0,0,0.0,8,0.7,34,3.1,Trinity
12,Matt Hayashi,20,13,356,17.8,18,45,40.0,0,0,-,12,29,41.4,24,48,72,3.6,56,3,8,0.4,23,1.2,0.3,13,0.7,1,0.1,48,2.4,Trinity
10,Fraser Curry,10,-,66,6.6,8,25,32.0,1,7,14.3,6,10,60.0,4,7,11,1.1,5,0,0,0.0,3,0.3,0.0,0,0.0,1,0.1,23,2.3,Trinity
09,Peter Spangehl,18,10,350,19.4,11,41,26.8,4,15,26.7,2,4,50.0,10,19,29,1.6,45,1,15,0.8,24,1.3,0.6,0,0.0,5,0.3,28,1.6,Trinity
01,Nathan Allison,1,-,3,3.0,0,0,-,0,0,-,0,0,-,0,0,0,0.0,0,-,0,0.0,0,0.0,-,0,0.0,0,0.0,0,0.0,Trinity
13,Jesse Jeffers,1,-,0,.0,0,0,-,0,0,-,0,0,-,0,0,0,0.0,1,-,0,0.0,0,0.0,-,0,0.0,0,0.0,0,0.0,Trinity
06,Jordan Jensen-Whyte,20,20,591,29.6,89,185,48.1,8,30,26.7,114,135,84.4,32,68,100,5.0,33,0,62,3.1,43,2.2,1.4,2,0.1,19,1.0,300,15.0,UBC
09,Conor Morgan,20,20,516,25.8,107,252,42.5,22,83,26.5,60,91,65.9,26,119,145,7.3,63,2,33,1.7,51,2.6,0.6,30,1.5,25,1.3,296,14.8,UBC
08,David Wagner,17,17,453,26.6,92,162,56.8,7,25,28.0,15,28,53.6,30,63,93,5.5,29,0,16,0.9,40,2.4,0.4,10,0.6,7,0.4,206,12.1,UBC
07,Philip Jalalpoor,20,20,526,26.3,84,164,51.2,40,95,42.1,20,25,80.0,10,80,90,4.5,64,2,51,2.6,36,1.8,1.4,7,0.4,24,1.2,228,11.4,UBC
02,Will Ondrik,20,19,484,24.2,55,115,47.8,15,46,32.6,31,39,79.5,21,73,94,4.7,25,0,42,2.1,35,1.8,1.2,0,0.0,25,1.3,156,7.8,UBC
11,Patrick Simon,20,3,355,17.8,45,100,45.0,15,41,36.6,26,39,66.7,24,51,75,3.8,47,1,17,0.9,42,2.1,0.4,5,0.3,3,0.2,131,6.6,UBC
03,A J Holloway,20,1,437,21.9,39,111,35.1,8,34,23.5,42,52,80.8,13,53,66,3.3,49,0,47,2.4,44,2.2,1.1,4,0.2,22,1.1,128,6.4,UBC
05,Taylor Browne,20,-,254,12.7,34,76,44.7,21,54,38.9,4,6,66.7,9,26,35,1.8,29,0,11,0.6,16,0.8,0.7,2,0.1,8,0.4,93,4.7,UBC
15,Luka Zaharijevic,19,-,168,8.8,29,54,53.7,0,0,-,10,17,58.8,16,21,37,1.9,14,0,4,0.2,8,0.4,0.5,3,0.2,1,0.1,68,3.6,UBC
10,Dominic Gilbert,19,-,131,6.9,11,33,33.3,3,17,17.6,10,19,52.6,6,37,43,2.3,14,0,13,0.7,9,0.5,1.4,2,0.1,4,0.2,35,1.8,UBC
14,Roger Milne,13,-,53,4.1,7,11,63.6,2,3,66.7,2,4,50.0,4,6,10,0.8,6,0,2,0.2,4,0.3,0.5,1,0.1,1,0.1,18,1.4,UBC
01,Elijah Campbell-Axson,12,-,55,4.6,4,8,50.0,1,4,25.0,3,4,75.0,1,7,8,0.7,6,0,3,0.3,2,0.2,1.5,0,0.0,0,0.0,12,1.0,UBC
07,Aldrich Berrios,20,17,635,31.8,88,259,34.0,53,159,33.3,58,61,95.1,5,62,67,3.4,36,0,50,2.5,53,2.7,0.9,0,0.0,15,0.8,287,14.4,UBC
11,Mitch Goodwin,20,20,543,27.2,94,227,41.4,28,93,30.1,37,47,78.7,28,64,92,4.6,42,1,30,1.5,44,2.2,0.7,1,0.1,17,0.9,253,12.7,UBC
13,Dean Johnston,12,12,276,23.0,49,86,57.0,0,0,-,15,28,53.6,26,32,58,4.8,30,1,12,1.0,21,1.8,0.6,4,0.3,3,0.3,113,9.4,UBC
01,Randall Mosca,19,3,353,18.6,50,127,39.4,18,47,38.3,34,42,81.0,7,29,36,1.9,30,0,34,1.8,26,1.4,1.3,0,0.0,8,0.4,152,8.0,UBC
08,Cameron Servatius,18,10,409,22.7,40,111,36.0,7,30,23.3,36,39,92.3,21,50,71,3.9,50,1,20,1.1,33,1.8,0.6,7,0.4,18,1.0,123,6.8,UBC
09,Cameron Friesen,17,8,320,18.8,40,97,41.2,17,52,32.7,10,11,90.9,17,40,57,3.4,32,1,13,0.8,15,0.9,0.9,2,0.1,5,0.3,107,6.3,UBC
10,Buzz Truss,20,5,368,18.4,38,75,50.7,0,0,-,32,46,69.6,26,27,53,2.7,57,3,20,1.0,23,1.2,0.9,0,0.0,4,0.2,108,5.4,UBC
06,Austin Penrose,16,8,322,20.1,32,74,43.2,8,19,42.1,4,8,50.0,17,40,57,3.6,50,3,8,0.5,17,1.1,0.5,4,0.3,4,0.3,76,4.8,UBC
03,Spencer Thomas,20,11,484,24.2,29,92,31.5,7,25,28.0,13,34,38.2,17,70,87,4.4,40,1,38,1.9,40,2.0,1.0,2,0.1,21,1.1,78,3.9,UBC
14,Ryan Morck,11,-,78,7.1,10,29,34.5,2,7,28.6,4,6,66.7,9,16,25,2.3,23,0,1,0.1,8,0.7,0.1,2,0.2,2,0.2,26,2.4,UBC
00,Brian Ademba,11,6,105,9.5,4,14,28.6,0,0,-,1,2,50.0,12,13,25,2.3,14,0,1,0.1,11,1.0,0.1,2,0.2,0,0.0,9,0.8,UBC
04,Paulius Makulavicius,7,-,51,7.3,1,4,25.0,0,1,0.0,3,4,75.0,0,6,6,0.9,8,0,5,0.7,6,0.9,0.8,0,0.0,2,0.3,5,0.7,UBC
05,Patrick Dujmovic,9,-,55,6.1,2,6,33.3,1,1,100.0,1,4,25.0,5,9,14,1.6,6,0,1,0.1,5,0.6,0.2,0,0.0,1,0.1,6,0.7,UBC
11,Kevon Parchment,19,19,660,34.7,107,262,40.8,23,75,30.7,95,114,83.3,45,127,172,9.1,49,1,98,5.2,67,3.5,1.5,23,1.2,30,1.6,332,17.5,UFV
05,Vijay Dhillon,17,17,577,33.9,89,224,39.7,61,152,40.1,27,30,90.0,7,53,60,3.5,25,0,42,2.5,35,2.1,1.2,3,0.2,25,1.5,266,15.6,UFV
01,Mark Johnson,3,3,87,29.0,12,18,66.7,4,8,50.0,8,9,88.9,5,12,17,5.7,7,0,4,1.3,3,1.0,1.3,4,1.3,4,1.3,36,12.0,UFV
02,Manny Dulay,18,17,576,32.0,69,163,42.3,44,107,41.1,27,32,84.4,6,56,62,3.4,18,0,48,2.7,34,1.9,1.4,1,0.1,22,1.2,209,11.6,UFV
03,Nate Brown,12,12,276,23.0,51,99,51.5,2,11,18.2,31,45,68.9,12,36,48,4.0,32,2,8,0.7,24,2.0,0.3,7,0.6,5,0.4,135,11.3,UFV
08,Navjot Bains,20,20,611,30.6,64,130,49.2,0,0,-,20,29,69.0,39,105,144,7.2,61,4,35,1.8,31,1.6,1.1,12,0.6,9,0.5,148,7.4,UFV
12,Matt Cooley,19,8,380,20.0,59,116,50.9,1,4,25.0,9,18,50.0,39,75,114,6.0,56,4,23,1.2,25,1.3,0.9,12,0.6,10,0.5,128,6.7,UFV
07,Brandon Burke,17,1,309,18.2,40,99,40.4,8,30,26.7,25,43,58.1,12,45,57,3.4,35,1,17,1.0,18,1.1,0.9,1,0.1,3,0.2,113,6.6,UFV
06,Marcus Morgan,20,2,364,18.2,37,92,40.2,22,67,32.8,5,5,100.0,5,28,33,1.7,24,0,15,0.8,16,0.8,0.9,4,0.2,9,0.5,101,5.1,UFV
10,Sasha Otanga,3,-,18,6.0,2,2,100.0,0,0,-,2,2,100.0,0,5,5,1.7,6,0,0,0.0,1,0.3,0.0,0,0.0,1,0.3,6,2.0,UFV
04,Mahad Mohomed,10,1,92,9.2,6,14,42.9,1,3,33.3,0,0,-,5,5,10,1.0,6,0,9,0.9,18,1.8,0.5,1,0.1,2,0.2,13,1.3,UFV
09,Antonio Jhuty,4,-,19,4.8,1,7,14.3,1,5,20.0,0,0,-,1,2,3,0.8,5,0,0,0.0,2,0.5,0.0,0,0.0,0,0.0,3,0.8,UFV
13,Anand Nahal,1,-,0,.0,0,0,-,0,0,-,0,0,-,1,0,1,1.0,0,0,0,0.0,0,0.0,-,0,0.0,0,0.0,0,0.0,UFV
23,Javon Masters,20,20,694,34.7,185,377,49.1,25,88,28.4,165,188,87.8,12,77,89,4.5,36,0,76,3.8,49,2.5,1.6,1,0.1,41,2.1,560,28.0,UNB
3,Matt Daley,20,20,592,29.6,115,296,38.9,47,143,32.9,51,69,73.9,20,87,107,5.4,69,4,129,6.5,51,2.6,2.5,1,0.1,44,2.2,328,16.4,UNB
5,Jesse Kendall,20,20,637,31.9,102,221,46.2,56,142,39.4,31,38,81.6,14,20,34,1.7,47,0,30,1.5,23,1.2,1.3,2,0.1,12,0.6,291,14.6,UNB
14,Mark Matheson,20,20,543,27.2,86,200,43.0,39,94,41.5,23,29,79.3,43,112,155,7.8,56,1,30,1.5,23,1.2,1.3,6,0.3,18,0.9,234,11.7,UNB
7,Dylan Baker,20,8,467,23.4,41,109,37.6,21,60,35.0,21,27,77.8,24,70,94,4.7,67,6,35,1.8,26,1.3,1.3,12,0.6,18,0.9,124,6.2,UNB
10,Kaleefah Henry,18,12,441,24.5,36,101,35.6,10,37,27.0,12,20,60.0,25,70,95,5.3,44,0,40,2.2,28,1.6,1.4,8,0.4,15,0.8,94,5.2,UNB
8,Tyronn King,20,-,241,12.1,35,98,35.7,14,33,42.4,8,13,61.5,18,28,46,2.3,25,1,19,1.0,10,0.5,1.9,0,0.0,8,0.4,92,4.6,UNB
13,Temer Robinson Hermelijn,13,-,55,4.2,12,36,33.3,4,16,25.0,5,7,71.4,2,5,7,0.5,9,0,2,0.2,1,0.1,2.0,0,0.0,2,0.2,33,2.5,UNB
21,Ravaughn Gayle,13,-,183,14.1,12,26,46.2,0,1,0.0,5,6,83.3,16,18,34,2.6,48,3,9,0.7,7,0.5,1.3,3,0.2,2,0.2,29,2.2,UNB
12,Alex Caskey,20,-,178,8.9,16,32,50.0,0,0,-,4,6,66.7,19,21,40,2.0,43,1,4,0.2,8,0.4,0.5,7,0.4,6,0.3,36,1.8,UNB
4,Will Legere,7,-,21,3.0,1,5,20.0,0,2,0.0,1,1,100.0,2,2,4,0.6,3,0,2,0.3,1,0.1,2.0,0,0.0,0,0.0,3,0.4,UNB
6,Benjamin Redl,11,-,24,2.2,1,3,33.3,0,1,0.0,0,0,-,1,2,3,0.3,4,0,1,0.1,1,0.1,1.0,0,0.0,1,0.1,2,0.2,UNB
06,Rhys Elliott,20,20,705,35.3,129,306,42.2,40,105,38.1,62,91,68.1,17,83,100,5.0,52,1,45,2.3,46,2.3,1.0,3,0.2,31,1.6,360,18.0,UNBC
05,Billy Cheng,13,12,386,29.7,46,121,38.0,21,58,36.2,21,25,84.0,5,12,17,1.3,21,0,39,3.0,32,2.5,1.2,2,0.2,22,1.7,134,10.3,UNBC
03,Marcus MacKay,20,19,528,26.4,62,169,36.7,51,124,41.1,21,24,87.5,7,33,40,2.0,55,0,21,1.1,19,1.0,1.1,4,0.2,10,0.5,196,9.8,UNBC
02,Colin Plumb,20,20,575,28.8,61,164,37.2,18,69,26.1,51,81,63.0,25,104,129,6.5,35,2,38,1.9,37,1.9,1.0,0,0.0,7,0.4,191,9.6,UNBC
11,Vaggelis Loukas,20,3,368,18.4,43,97,44.3,10,28,35.7,25,35,71.4,33,45,78,3.9,57,2,17,0.9,27,1.4,0.6,6,0.3,19,1.0,121,6.1,UNBC
04,Elliot Rowe,15,4,381,25.4,33,89,37.1,19,55,34.5,5,7,71.4,10,13,23,1.5,25,0,20,1.3,17,1.1,1.2,0,0.0,9,0.6,90,6.0,UNBC
12,Austin Chandler,20,17,414,20.7,36,107,33.6,6,29,20.7,37,55,67.3,28,54,82,4.1,62,3,13,0.7,24,1.2,0.5,12,0.6,17,0.9,115,5.8,UNBC
01,Anthony Hokanson,20,-,189,9.5,15,47,31.9,7,25,28.0,22,37,59.5,11,19,30,1.5,11,0,2,0.1,6,0.3,0.3,2,0.1,3,0.2,59,3.0,UNBC
08,Saje Gosal,16,5,226,14.1,16,41,39.0,13,33,39.4,1,2,50.0,3,18,21,1.3,13,0,11,0.7,10,0.6,1.1,1,0.1,5,0.3,46,2.9,UNBC
13,Gagan Sahota,8,-,60,7.5,6,21,28.6,4,10,40.0,3,4,75.0,3,6,9,1.1,5,0,1,0.1,1,0.1,1.0,0,0.0,0,0.0,19,2.4,UNBC
15,Haydn Molcak,18,-,152,8.4,17,33,51.5,0,0,-,5,10,50.0,19,19,38,2.1,16,0,7,0.4,7,0.4,1.0,2,0.1,2,0.1,39,2.2,UNBC
10,Neal Randhawa,5,-,13,2.6,0,1,0.0,0,1,0.0,0,0,-,2,1,3,0.6,0,0,1,0.2,0,0.0,-,0,0.0,0,0.0,0,0.0,UNBC
2,Tyler Scott,19,19,622,32.7,161,376,42.8,63,164,38.4,92,115,80.0,29,116,145,7.6,41,0,64,3.4,42,2.2,1.5,10,0.5,26,1.4,477,25.1,UPEI
8,Bradley States,20,20,601,30.1,137,238,57.6,8,34,23.5,98,150,65.3,51,104,155,7.8,47,1,44,2.2,49,2.5,0.9,23,1.2,38,1.9,380,19.0,UPEI
24,Lorenzo Parker,17,-,396,23.3,72,175,41.1,21,58,36.2,39,48,81.3,35,44,79,4.6,42,0,32,1.9,22,1.3,1.5,0,0.0,10,0.6,204,12.0,UPEI
7,Dut Dut,20,20,502,25.1,82,201,40.8,18,64,28.1,31,42,73.8,65,94,159,8.0,48,1,20,1.0,32,1.6,0.6,6,0.3,17,0.9,213,10.7,UPEI
12,Milorad Sedlarevic,20,19,413,20.7,53,150,35.3,20,76,26.3,24,36,66.7,27,43,70,3.5,25,0,32,1.6,28,1.4,1.1,5,0.3,6,0.3,150,7.5,UPEI
10,Amin Suleman,19,4,251,13.2,46,102,45.1,16,39,41.0,13,18,72.2,8,22,30,1.6,20,1,29,1.5,21,1.1,1.4,0,0.0,12,0.6,121,6.4,UPEI
1,Jake Kendrick,20,-,328,16.4,33,102,32.4,20,64,31.3,22,29,75.9,1,39,40,2.0,24,0,46,2.3,28,1.4,1.6,1,0.1,12,0.6,108,5.4,UPEI
4,Zachary Usherwood,20,16,404,20.2,39,101,38.6,1,13,7.7,20,32,62.5,17,57,74,3.7,41,2,74,3.7,28,1.4,2.6,1,0.1,11,0.6,99,5.0,UPEI
11,Jonathan Hovingh,11,1,166,15.1,15,27,55.6,0,0,-,8,21,38.1,19,29,48,4.4,24,0,5,0.5,5,0.5,1.0,3,0.3,2,0.2,38,3.5,UPEI
22,Tevin Sutton-Stephenson,17,-,210,12.4,22,63,34.9,2,8,25.0,6,10,60.0,23,35,58,3.4,26,1,8,0.5,7,0.4,1.1,5,0.3,9,0.5,52,3.1,UPEI
15,Stefan Vujisic,8,1,32,4.0,6,7,85.7,0,0,-,0,0,-,1,3,4,0.5,6,0,1,0.1,2,0.3,0.5,1,0.1,1,0.1,12,1.5,UPEI
33,Hugh McLarty,12,-,21,1.8,3,5,60.0,0,0,-,2,2,100.0,2,2,4,0.3,3,0,1,0.1,1,0.1,1.0,0,0.0,1,0.1,8,0.7,UPEI
44,Kyle Welton,14,-,43,3.1,2,6,33.3,0,1,0.0,0,0,-,3,5,8,0.6,4,0,1,0.1,1,0.1,1.0,0,0.0,1,0.1,4,0.3,UPEI
08,Kewyn Blain,16,12,518,32.4,101,211,47.9,12,38,31.6,66,94,70.2,17,91,108,6.8,53,2,90,5.6,45,2.8,2.0,2,0.1,43,2.7,280,17.5,UQAM
12,Greishe Clerjuste,16,12,531,33.2,86,239,36.0,28,86,32.6,59,79,74.7,11,70,81,5.1,28,0,32,2.0,48,3.0,0.7,1,0.1,27,1.7,259,16.2,UQAM
14,Charles Miller,12,1,333,27.8,46,112,41.1,27,64,42.2,18,22,81.8,4,32,36,3.0,23,0,11,0.9,16,1.3,0.7,1,0.1,9,0.8,137,11.4,UQAM
10,Julien Girard,12,9,339,28.3,28,87,32.2,14,50,28.0,23,43,53.5,5,51,56,4.7,25,0,9,0.8,18,1.5,0.5,1,0.1,10,0.8,93,7.8,UQAM
07,Yassin Debache,16,6,315,19.7,37,83,44.6,0,0,-,17,30,56.7,36,65,101,6.3,58,4,8,0.5,21,1.3,0.4,32,2.0,9,0.6,91,5.7,UQAM
11,Rubens Poteau,16,5,325,20.3,34,98,34.7,0,8,0.0,11,21,52.4,16,34,50,3.1,31,0,12,0.8,16,1.0,0.8,4,0.3,7,0.4,79,4.9,UQAM
24,Davidson Joseph,9,3,140,15.6,11,34,32.4,2,10,20.0,5,11,45.5,7,30,37,4.1,15,0,15,1.7,21,2.3,0.7,0,0.0,10,1.1,29,3.2,UQAM
04,Henrilo Londole,13,1,123,9.5,20,45,44.4,0,1,0.0,1,9,11.1,17,23,40,3.1,26,1,2,0.2,12,0.9,0.2,6,0.5,2,0.2,41,3.2,UQAM
22,Rudy Caufriez,13,7,193,14.8,18,45,40.0,0,0,-,4,8,50.0,12,15,27,2.1,37,2,6,0.5,10,0.8,0.6,13,1.0,2,0.2,40,3.1,UQAM
23,Christopher Joseph,10,-,71,7.1,8,34,23.5,4,17,23.5,5,6,83.3,1,7,8,0.8,5,0,1,0.1,4,0.4,0.3,1,0.1,0,0.0,25,2.5,UQAM
21,Simon Lavoie-Lavallee,13,3,96,7.4,8,28,28.6,0,1,0.0,3,9,33.3,8,10,18,1.4,16,0,4,0.3,4,0.3,1.0,1,0.1,2,0.2,19,1.5,UQAM
20,Nicolas Audet,13,6,159,12.2,7,22,31.8,0,3,0.0,4,6,66.7,4,13,17,1.3,18,0,13,1.0,11,0.8,1.2,5,0.4,5,0.4,18,1.4,UQAM
05,Samuel Bokanga,5,-,16,3.2,0,2,0.0,0,1,0.0,0,0,-,0,2,2,0.4,2,0,2,0.4,1,0.2,2.0,0,0.0,1,0.2,0,0.0,UQAM
06,Loris Bonneau,2,-,4,2.0,0,0,-,0,0,-,0,0,-,0,1,1,0.5,1,0,1,0.5,3,1.5,0.3,0,0.0,0,0.0,0,0.0,UQAM
06,Mack Roth,20,20,565,28.3,119,251,47.4,11,53,20.8,60,68,88.2,30,56,86,4.3,67,4,6,0.3,42,2.1,0.1,4,0.2,13,0.7,309,15.5,Victoria
00,Grant Sitton,20,15,533,26.7,103,239,43.1,27,71,38.0,54,66,81.8,29,68,97,4.9,56,0,33,1.7,45,2.3,0.7,25,1.3,14,0.7,287,14.4,Victoria
10,Jordan Charles,20,19,618,30.9,73,195,37.4,37,113,32.7,23,29,79.3,16,74,90,4.5,33,0,27,1.4,21,1.1,1.3,7,0.4,13,0.7,206,10.3,Victoria
04,Reiner Theil,20,20,668,33.4,65,159,40.9,21,68,30.9,20,31,64.5,28,115,143,7.2,43,0,39,2.0,32,1.6,1.2,4,0.2,21,1.1,171,8.6,Victoria
09,Brandon Dunlop,20,15,487,24.4,41,116,35.3,27,74,36.5,25,35,71.4,9,49,58,2.9,43,3,65,3.3,29,1.5,2.2,0,0.0,20,1.0,134,6.7,Victoria
08,Joshua Charles,18,1,219,12.2,26,64,40.6,5,13,38.5,18,24,75.0,11,29,40,2.2,33,0,8,0.4,22,1.2,0.4,2,0.1,1,0.1,75,4.2,Victoria
05,Kai Greene,20,3,268,13.4,30,89,33.7,10,27,37.0,8,16,50.0,4,13,17,0.9,28,0,26,1.3,22,1.1,1.2,0,0.0,9,0.5,78,3.9,Victoria
11,Justin Kinnear,19,5,221,11.6,28,61,45.9,3,7,42.9,15,21,71.4,26,35,61,3.2,23,0,2,0.1,10,0.5,0.2,5,0.3,6,0.3,74,3.9,Victoria
14,Hassan Abdullahi,19,2,200,10.5,19,50,38.0,3,10,30.0,16,27,59.3,16,26,42,2.2,18,0,7,0.4,13,0.7,0.5,4,0.2,6,0.3,57,3.0,Victoria
07,Tyus Barfoot,13,-,71,5.5,7,13,53.8,3,6,50.0,2,5,40.0,2,6,8,0.6,5,0,4,0.3,2,0.2,2.0,2,0.2,5,0.4,19,1.5,Victoria
02,Taylor Montgomery-St,11,-,64,5.8,4,11,36.4,1,6,16.7,1,2,50.0,2,5,7,0.6,12,0,2,0.2,3,0.3,0.7,0,0.0,2,0.2,10,0.9,Victoria
